revenue,outcalls,incalls,months,eqpdays,webcap,marryyes,travel,pcown,creditcd,retcalls,churndep
69.12,13.67,4.67,22,514,1,1,0,0,1,0,1
24.86,59.67,1,17,499,1,0,1,0,1,0,1
39.99,51.67,3.67,16,480,1,1,0,0,1,0,1
25.04,0,0,16,485,1,1,0,0,1,0,1
165.36,54.67,15.33,11,327,1,1,0,0,1,0,1
69.75,68.67,26,18,536,1,0,0,0,1,0,1
6.51,2.67,0,13,371,1,0,0,0,0,0,1
34.99,6.67,3.33,16,484,1,1,0,1,1,0,1
45.29,4.33,0,11,308,1,0,0,0,0,0,1
175.6,45.33,13.67,10,300,1,0,0,1,1,0,1
47.52,0,0,16,460,1,1,0,1,1,0,1
30.49,11.33,3,17,498,1,0,0,0,1,0,1
47.47,15.67,24.67,13,401,1,0,0,0,0,0,1
104.28,11.33,1.33,7,206,1,0,0,0,0,0,1
135.47,42.33,11,6,191,1,0,0,0,0,0,1
10.74,4,3,13,375,1,0,0,0,0,0,1
75.19,5.67,12.33,16,467,1,0,0,0,1,0,1
33.43,8.33,1.33,10,314,1,0,0,0,0,0,1
92.49,121,47.33,14,431,1,0,0,0,0,0,1
36.27,1,0,11,317,1,0,0,1,0,0,1
139.6,12.67,1.33,13,332,1,0,0,0,1,0,1
78.85,3.33,0,13,394,1,1,0,0,1,0,1
30.77,3.33,0,15,467,1,1,1,0,1,0,1
43.88,14,0,16,463,1,0,0,0,1,0,1
97.31,71.33,26.33,11,330,1,0,0,0,0,0,1
10,0,0,12,355,1,0,0,0,0,0,1
45.42,7.67,0,11,306,1,0,0,0,0,0,1
59.99,0.67,0,14,424,1,0,0,1,1,0,1
30.52,2,0,11,322,1,0,0,0,0,0,1
56.14,19.33,1.67,14,433,1,1,0,0,1,0,1
126.41,13.67,8.67,6,192,1,0,0,0,0,0,1
39.61,16,8,17,501,1,1,0,0,1,0,1
66.54,0,0,14,416,1,0,0,0,1,0,1
10.74,30.67,4.67,17,522,1,1,0,0,1,0,1
59.46,0,0,9,269,1,0,0,0,0,0,1
96.37,1,1,13,376,1,0,0,0,1,0,1
146.69,26.67,12,14,365,1,1,1,1,1,0,1
32.02,5.67,0,16,474,1,0,0,1,1,0,1
36.18,11.67,9.67,17,509,1,0,0,0,1,0,1
35.37,0,0,10,305,1,0,0,0,0,0,1
33.37,20,14.67,18,537,1,1,0,1,1,0,1
30.27,3.33,0.33,16,476,1,1,0,0,1,0,1
76.23,21.33,4.33,13,407,1,0,0,0,1,0,1
81.91,13.33,3.67,14,409,1,0,0,0,1,0,1
84.24,41.67,1.33,13,389,1,0,0,0,1,0,1
66.06,11,1.67,14,420,1,0,0,1,1,0,1
40.12,54.33,25.67,19,573,1,0,1,1,1,0,1
47.74,8.67,1.33,11,305,1,0,0,0,0,0,1
30.75,1,0,16,474,1,1,0,1,1,0,1
62.1,4,1.33,14,423,1,0,0,0,1,0,1
131.42,17.33,0,10,302,1,0,0,0,1,0,1
32.74,7.67,0.33,11,318,1,0,0,0,0,0,1
32.3,1.67,0,16,472,1,0,0,0,1,0,1
81.17,0,0,14,398,1,0,0,0,1,0,1
40.95,7,0.67,15,454,1,1,0,0,1,0,1
119.47,0,0,11,325,1,0,1,1,1,0,1
37.97,18.67,2,11,317,1,0,0,0,0,0,1
30.49,0,0,11,319,1,0,0,0,0,0,1
10.25,0,0,11,341,1,0,0,0,0,0,1
223.79,20.33,1.67,15,155,1,0,0,0,0,0,1
39.75,28.67,19,13,387,1,0,0,0,0,0,1
30.24,2.67,0.67,15,465,1,1,0,0,1,0,1
36.84,45,20,13,393,1,0,0,0,0,0,1
64.63,15.67,2,19,473,1,0,0,0,1,0,1
10,0,0,12,351,1,0,0,0,0,0,1
54.81,50,0,15,436,1,1,0,0,1,0,1
52.29,31,1,10,287,1,0,0,0,0,0,1
75.93,21.33,4,9,260,1,0,0,0,0,0,1
66.24,0,0,8,248,1,0,0,0,0,0,1
50.98,63.67,7.33,15,462,1,1,0,0,1,0,1
44.19,4.67,0.33,15,448,1,0,0,0,1,0,1
61.24,36.67,5.33,10,290,1,0,0,0,0,0,1
50.24,50.67,6,10,304,1,0,0,0,0,0,1
146.68,56.33,15,29,526,1,1,0,0,1,0,1
36.36,0.33,0,11,311,1,0,0,0,0,0,1
149.63,38.33,14,24,365,1,0,0,0,0,0,1
54.73,0,0,15,435,1,0,0,0,1,0,1
142.7,75.67,7.67,11,321,1,0,0,0,1,0,1
89.68,32,29.33,18,517,1,1,0,0,1,0,1
37.74,7.33,0.33,11,310,1,0,0,0,0,0,1
53.76,81,15.33,11,338,1,0,0,0,0,0,1
49.99,25.33,12.67,12,344,1,0,0,0,0,0,1
31.18,0,0,15,357,1,0,0,0,0,0,1
39.6,7,1,16,464,1,1,0,1,1,0,1
47.17,46,7,16,474,1,1,0,0,1,0,1
31.87,0,0,40,525,0,1,0,0,1,0,1
22.45,1.33,0,15,469,1,0,0,1,1,0,1
81.69,36.67,6.33,13,403,1,1,1,1,1,0,1
158.12,0,0,9,259,1,0,0,0,1,0,1
29.99,8,2.33,24,458,1,0,0,0,0,0,1
49.99,37.33,6.33,10,303,1,0,0,0,0,0,1
81.74,31.33,0.67,15,303,1,0,0,0,0,0,1
134.42,62,12,7,197,1,0,0,0,0,0,1
35.24,7.33,1,11,313,1,0,0,0,0,0,1
34.02,18,3,11,320,1,0,0,0,0,0,1
86.43,20,2.67,12,375,1,1,0,0,1,0,1
173.9,74,10,20,385,1,1,0,0,1,0,1
46.26,7.33,1,10,290,1,0,0,0,0,0,1
99.57,18.33,0,11,342,1,1,0,0,1,0,1
65.2,30.67,3,9,265,1,1,0,0,0,0,1
132.68,31.67,2.67,11,314,1,0,0,0,1,0,1
10.57,1.33,0,16,490,1,1,0,1,1,0,1
38.64,27.67,4.33,25,463,1,0,0,0,0,0,1
35.87,44,1.67,15,457,1,1,0,0,1,0,1
11.41,21.33,7.67,32,575,1,0,0,0,0,0,1
51.6,58.33,12.33,12,338,1,0,0,0,0,0,1
48.82,6.67,0.33,14,428,1,0,0,0,1,0,1
57.03,0,0,8,253,1,0,0,0,0,0,1
98.64,24,2,6,193,1,0,0,0,0,0,1
50.94,37,11.67,11,326,1,0,0,0,0,0,1
77.76,5.33,0,8,230,1,0,0,0,0,0,1
35.24,51.67,3.33,16,472,1,0,0,0,1,0,1
30.49,7,0,16,467,1,1,0,1,1,0,1
56.75,53,24.33,18,533,1,0,0,0,1,0,1
69.69,12.33,5.33,15,430,1,0,0,0,1,0,1
30.49,28,6,16,485,1,0,0,0,1,0,1
69.99,0,0,8,238,1,0,0,0,0,0,1
33.52,1,0,15,453,1,1,0,0,1,0,1
54.17,66.33,14.33,18,505,1,1,0,0,1,0,1
20.81,2,0,11,322,1,0,0,0,0,0,1
132.92,12.33,9,11,330,1,1,0,0,1,0,1
108.89,46.67,0.33,23,454,1,0,0,0,1,0,1
111.12,0,0,11,326,1,0,0,0,1,0,1
87.4,0,0,12,362,1,0,0,0,1,0,1
46.08,0,0,15,438,1,0,0,0,1,0,1
145.32,20,20,7,205,1,1,0,1,0,0,1
36.99,9.67,12.33,17,506,1,1,0,0,1,0,1
45.08,8.33,1.33,15,443,1,0,1,1,1,0,1
10.1,2.33,0,12,343,1,0,0,1,0,0,1
20.42,17.33,7,12,353,1,0,0,0,0,0,1
69.7,28.67,15.67,11,315,1,0,0,0,0,0,1
100.65,47.33,1.67,7,197,1,0,0,0,0,0,1
41.55,4.33,0.33,15,443,1,1,0,0,1,0,1
54.95,28.33,11.33,23,442,1,0,0,0,0,0,1
28.04,11.67,0.67,15,458,1,1,0,0,1,0,1
73.14,35,2.33,8,238,1,0,0,0,0,0,1
32.67,36.33,23.67,18,553,1,0,1,1,1,0,1
13.26,29.33,4.67,12,351,1,0,0,0,0,0,1
113.66,22.33,2.33,11,327,1,0,0,0,1,0,1
30.73,0,0,16,462,1,0,0,0,1,0,1
50.36,16.33,0,34,627,1,0,0,0,1,0,1
63.4,97.67,4.67,28,462,1,0,0,0,0,0,1
49.09,6.33,0.33,14,422,1,1,0,1,1,0,1
41.95,1.67,0.33,9,275,1,0,0,0,0,0,1
69.64,13,5.67,15,426,1,0,0,0,1,0,1
39.99,0.67,0,12,307,1,0,0,0,0,0,1
27.01,2,0,15,455,1,0,0,0,1,0,1
49.99,15.67,6.67,11,306,1,0,0,0,0,0,1
29.99,0,0,16,462,1,1,0,0,1,0,1
11.35,2,0,12,338,1,0,0,0,0,0,1
67.31,3.67,0,34,505,1,0,0,0,0,0,1
34.95,13.33,7.33,11,324,1,0,0,0,0,0,1
25.91,5.33,0,16,466,1,1,0,0,1,0,1
60.09,0,0,14,408,1,0,0,1,1,0,1
29.99,0,0,15,451,1,0,0,1,1,0,1
36.15,0,0,11,300,1,0,0,0,0,0,1
29.38,11.33,0.67,10,299,1,0,0,0,0,0,1
74.29,4.33,1,13,385,1,0,0,0,1,0,1
55.78,22,4.67,9,272,1,0,0,0,0,0,1
30.61,0,0,9,285,1,0,0,0,0,0,1
35.18,24.67,6.67,11,321,1,0,0,0,0,0,1
29.99,0,0,14,440,1,1,0,1,1,0,1
47.74,6.33,4.67,15,445,1,1,0,1,1,0,1
99.01,18,4.33,12,357,1,1,0,0,1,0,1
34.99,5.67,2,11,306,1,0,0,0,0,0,1
100.19,0,0,12,342,1,1,0,0,1,0,1
44.63,6,4.33,10,292,1,0,0,0,0,0,1
19.07,1,0,12,327,1,0,0,0,0,0,1
127.72,0,0,11,301,1,0,0,0,1,0,1
49.99,0,0,15,427,1,1,1,1,1,0,1
77.4,21.67,5,8,237,1,0,0,0,0,0,1
23.62,0,0,10,301,1,1,0,0,0,0,1
40.15,8,1.33,13,318,1,0,0,0,0,0,1
106.32,29,1.67,11,329,1,1,0,1,1,0,1
32.9,18.33,7.33,10,313,1,0,0,0,0,0,1
36.51,0,0,14,431,1,1,0,0,1,0,1
75.24,12,5.33,14,405,1,1,0,0,1,0,1
50.04,18,2.33,18,362,1,0,0,0,0,0,1
10,0,0,10,225,0,0,0,0,1,0,1
99.51,46.33,26.33,10,298,1,0,0,0,0,0,1
72.56,6.67,0,13,381,1,0,1,1,1,0,1
30.24,2,0,35,655,1,0,0,0,1,0,1
67.41,128.67,39.67,19,569,1,0,0,0,1,0,1
105.28,108,67.67,16,479,1,0,0,0,0,0,1
76.75,11,2,7,217,1,0,0,0,0,0,1
44.92,11.67,5,14,436,1,0,0,0,1,0,1
98.53,24.67,4,7,199,1,0,0,0,0,0,1
104.8,57,2,15,269,1,0,0,0,0,0,1
59.68,15,0.33,24,509,1,1,0,0,1,0,1
30.56,11,6.67,16,477,1,1,0,1,1,0,1
35.58,26.33,16,13,366,1,0,0,0,0,0,1
43.22,1.33,0,14,422,1,0,0,0,1,0,1
152.19,32.33,5.33,10,278,1,1,0,0,1,0,1
30.49,0.67,0,20,395,1,0,0,0,0,0,1
69.17,24,8.33,20,378,1,0,0,0,0,0,1
100.49,1.33,0,11,328,1,1,0,0,1,0,1
29.99,2,0,15,446,1,1,0,0,1,0,1
80.97,0,0,11,349,1,1,0,0,1,0,1
60.73,0,0,14,402,1,1,0,0,1,0,1
49.99,0,0,15,424,1,0,1,1,1,0,1
82.18,46.67,7,31,576,1,1,1,1,1,0,1
57.08,69.33,6,14,424,1,1,0,0,1,0,1
131.26,23.33,6.33,11,313,1,1,0,0,1,0,1
51.34,5.33,0,13,401,1,1,0,0,1,0,1
40.85,5,0,9,268,1,0,0,0,0,0,1
38.99,1.33,0,9,270,1,0,0,0,0,0,1
42.5,0,0,15,431,1,1,0,0,1,0,1
31.69,0,0,11,298,1,0,0,0,0,0,1
53.49,3.33,2,14,414,1,1,0,0,1,0,1
77.92,27.33,3.33,13,381,1,0,0,0,1,0,1
35.2,0,0,9,273,1,0,0,0,0,0,1
35.09,26,5.33,11,310,1,0,0,0,0,0,1
72.48,23.67,2.67,14,395,1,1,0,0,1,0,1
36.22,3,0,10,282,1,0,0,0,0,0,1
49.99,26.33,10.67,47,683,1,0,0,0,0,0,1
64.83,13,0.33,12,375,1,0,0,0,1,0,1
35.31,78.67,20.67,12,366,1,0,0,0,0,0,1
77.17,114,19.33,15,347,1,0,0,0,0,0,1
32.06,45.67,4,9,287,1,1,0,0,0,0,1
30.07,9.33,2,15,448,1,1,0,1,1,0,1
37.32,28.67,7,11,311,1,0,0,1,0,0,1
63.58,0,0,25,509,1,1,0,0,1,0,1
40.39,52.33,6.33,11,305,1,0,0,0,0,0,1
43.67,56.67,28,13,388,1,0,0,0,0,0,1
74.99,57,31,39,735,1,1,0,0,1,0,1
85.31,42.33,31,37,703,1,1,1,1,1,0,1
40.97,9.67,9.33,11,313,1,0,0,0,0,0,1
38.58,0,0,14,421,1,1,0,0,1,0,1
84.8,66,9.67,8,235,1,0,0,0,0,0,1
65.32,37.33,0.33,14,290,1,0,0,0,0,0,1
68.28,10.67,2.33,16,416,1,1,0,0,1,0,1
101.21,55,10,7,207,1,0,0,0,0,0,1
37.33,4.33,0,32,608,1,1,0,0,1,0,1
43.49,0,0,45,736,1,1,0,0,1,0,1
32.95,11.67,7.67,10,305,1,0,0,0,0,0,1
29.99,8.67,3.33,16,460,1,0,0,0,1,0,1
33.75,7.33,0,14,425,1,1,0,1,1,0,1
66.47,3.33,0.67,13,381,1,1,0,0,1,0,1
96.65,24,0,10,315,1,1,0,0,1,0,1
19.99,0.33,0,17,471,1,0,0,0,1,0,1
28.51,4.67,2.33,10,293,1,0,0,0,0,0,1
37.84,9,2.33,14,427,1,0,0,0,1,0,1
81.54,23.67,1.33,7,201,1,0,0,0,0,0,1
18.94,0,0,16,461,1,1,0,0,1,0,1
23.24,0,0,16,456,1,0,0,0,1,0,1
41.36,27.33,9,11,309,1,0,0,0,0,0,1
48.29,7,0.67,31,393,0,1,1,1,1,0,1
82.81,21.33,6.67,7,215,1,0,0,0,0,0,1
75.92,1.33,14,14,420,1,1,0,0,1,0,1
176.76,9.67,2.67,7,203,1,1,0,0,1,0,1
22.27,0.33,0,15,446,1,1,0,1,1,0,1
29.99,0,0,14,427,1,0,0,0,1,0,1
33.03,10,0.33,9,270,1,0,0,0,0,0,1
50.09,18.33,0,11,271,1,0,0,0,0,0,1
10,0,0,10,304,1,0,0,0,0,0,1
37.64,7,0,14,418,1,1,0,1,1,0,1
50.7,0,0,31,580,1,0,0,1,1,0,1
12.5,1.33,0,13,332,1,0,0,0,0,0,1
55.68,0,0,8,233,1,0,0,0,0,0,1
40.26,26,6,19,382,1,0,0,0,0,0,1
34.99,4.67,2.67,53,730,1,0,0,0,0,0,1
51.72,7,0.33,14,403,1,1,0,0,1,0,1
55.39,1.33,0.67,8,235,1,0,0,0,0,0,1
50.69,3.33,0.67,14,405,1,1,0,0,1,0,1
73.71,54,26.67,11,325,1,0,0,0,0,0,1
36.68,20,0.33,15,429,1,1,1,1,1,0,1
87.4,86.67,44,13,383,1,0,0,0,0,0,1
22.49,12.33,0,15,443,1,0,0,1,1,0,1
132.71,41,11.33,11,316,1,0,0,0,1,0,1
31.54,14.33,0,23,516,1,1,0,1,1,0,1
192.79,39.67,65,15,455,1,0,0,0,1,0,1
73.52,0,0,12,356,1,1,0,1,1,0,1
66.18,47,8,11,275,1,0,0,0,0,0,1
36.85,38,10,11,313,1,0,0,0,0,0,1
53.65,0,0,14,398,1,1,0,0,1,0,1
49.87,3.67,2,14,408,1,0,0,1,1,0,1
75.28,0,0,11,343,1,1,1,0,1,0,1
35.24,10,0,9,263,1,0,0,0,0,0,1
35.24,5.33,3.33,9,273,1,0,0,0,0,0,1
21.1,24.67,9.67,10,318,1,0,0,0,0,0,1
85.24,0,0,12,342,1,1,0,0,1,0,1
84.95,29.67,4.67,6,191,1,0,0,0,0,0,1
20.33,0,0,47,479,0,0,0,0,0,0,1
43.74,23.67,13.67,11,315,1,0,0,0,0,0,1
30.64,0,0,12,298,1,0,0,0,0,0,1
30.45,19,1,15,435,1,0,0,0,1,0,1
34.33,5,0,13,407,1,0,0,0,1,0,1
69.37,41.33,11.33,9,259,1,0,0,0,0,0,1
61.97,24,10.67,9,265,1,0,0,0,0,0,1
66.28,20.33,0.33,7,208,1,0,0,0,0,0,1
37.29,8,0,11,280,1,0,0,0,0,0,1
50.48,9.33,0,13,389,1,0,1,0,1,0,1
21.39,0,0,14,431,1,1,0,1,1,0,1
29.99,0,0,15,432,1,1,0,0,1,0,1
50.24,24.67,5,15,425,1,1,0,1,1,0,1
118.3,2,3.67,10,295,1,1,0,1,1,0,1
53.13,66.33,13.67,15,448,1,0,0,1,1,0,1
98.23,31.33,5,11,331,1,1,0,1,1,0,1
56.73,12,3.33,14,402,1,1,1,1,1,0,1
92.5,86,24,9,271,1,0,0,0,0,0,1
79.18,30,5.33,7,208,1,0,0,0,0,0,1
65.64,0,0,12,361,1,0,0,0,1,0,1
38.79,15.67,5.33,15,437,1,0,0,0,1,0,1
33,10,2.33,21,496,1,0,0,0,1,0,1
10.65,1.67,0,15,451,1,1,0,1,1,0,1
43.75,10.67,3.67,9,261,1,0,0,0,0,0,1
55.14,19.33,1,14,395,1,0,0,0,1,0,1
61.72,53.33,9.67,8,249,1,0,0,0,0,0,1
14.4,2.67,0,14,436,1,1,0,1,1,0,1
45.25,0,0,14,402,1,1,0,0,1,0,1
84.58,35.67,4.67,7,198,1,0,0,0,0,0,1
30.53,10.33,2.33,14,425,1,0,1,0,1,0,1
101.88,61,23.67,14,412,1,1,0,0,1,0,1
61.94,24.33,2.67,26,413,1,0,0,0,0,0,1
32.71,0,0,14,415,1,0,0,0,1,0,1
70.18,46,14,9,262,1,0,0,0,0,0,1
32.9,9.67,8.67,11,307,1,0,0,0,0,0,1
111.87,43.33,9.67,12,337,1,1,0,0,1,0,1
55.01,12.33,1,17,424,1,0,0,0,1,0,1
17.01,0.33,0,8,73,0,0,0,0,0,0,1
31.27,0,0,15,426,1,1,0,0,1,0,1
30.3,4,0,15,427,1,1,1,1,1,0,1
29.82,0,0,13,304,1,0,0,0,0,0,1
11.25,0,0,16,458,1,1,0,0,1,0,1
66.37,20.67,2.67,7,210,1,0,0,0,0,0,1
48.23,0,0,8,232,1,0,0,0,0,0,1
49.99,11.33,0,14,395,1,1,0,0,1,0,1
13.94,17,13.33,7,209,0,0,0,0,1,0,1
30.2,37,9.67,11,312,1,0,0,0,0,0,1
57.81,34.67,23.33,10,313,1,0,0,0,0,0,1
36.67,134.67,39,17,456,1,0,0,0,0,0,1
114.21,28,0,15,335,1,0,0,0,1,0,1
30.24,3.33,0.33,14,417,1,0,0,1,1,0,1
35.78,24.33,16,12,335,1,0,0,0,0,0,1
53.99,0,0,8,225,1,0,0,0,0,0,1
41.7,23.33,1,13,293,1,0,0,0,0,0,1
43.83,18.67,8,14,425,1,1,1,1,1,0,1
32.43,0,0,14,413,1,0,0,0,1,0,1
50.24,14.33,0,7,218,1,0,0,0,0,0,1
25.14,0,0,9,266,1,0,0,0,0,0,1
58.67,4,2.67,38,641,1,1,0,0,1,0,1
36.56,81.67,28,13,380,1,0,0,0,0,0,1
57.74,3.33,0,12,364,1,1,1,1,1,0,1
36.97,32,22.67,25,397,0,1,0,1,1,0,1
52.47,7,0.67,13,382,1,0,0,0,1,0,1
57.57,29.67,8,14,409,1,1,0,1,1,0,1
14.56,11.67,6.67,16,472,1,1,0,0,1,0,1
49.94,9.67,0,13,382,1,0,0,0,1,0,1
32.1,17,1.67,15,427,1,1,1,0,1,0,1
193.91,113,0.67,18,176,1,0,0,0,0,0,1
200.3,75.67,14.67,12,252,1,0,0,0,1,0,1
69.85,26,0,11,339,1,1,0,0,1,0,1
44.99,0,0,14,397,1,1,0,0,1,0,1
218.32,56,22.33,8,214,1,1,0,0,1,0,1
44.02,30.67,0,14,398,1,0,0,0,1,0,1
20.22,16,5.67,11,307,1,0,0,0,0,0,1
43.17,27.67,7.33,22,401,1,0,0,0,0,0,1
84.39,34.33,8,6,192,1,0,0,0,0,0,1
56.21,30,3.67,31,571,1,1,1,1,1,0,1
30,15.33,11.33,27,581,1,0,1,1,1,0,1
20.33,0,0,10,278,1,0,0,0,0,0,1
86.78,42,13.33,13,380,1,0,0,0,1,0,1
66.76,16.67,3.67,13,372,1,1,1,1,1,0,1
39.69,11.33,0,15,411,1,0,0,0,1,0,1
27.37,9.67,8.33,16,460,1,0,0,0,1,0,1
14.42,12,7.33,16,471,1,1,0,0,1,0,1
45,12.33,0,13,384,1,0,0,0,1,0,1
55.24,6,0.67,30,448,1,0,0,0,0,0,1
28.75,0,0.67,25,425,1,0,0,0,0,0,1
84.89,10,0,37,589,1,0,0,0,1,0,1
38.75,0,0,31,474,1,0,0,0,0,0,1
60.63,14,0.67,12,358,1,0,0,0,1,0,1
63.89,39,7.33,7,220,1,0,0,0,0,0,1
30.51,0.67,0,13,399,1,0,0,0,1,0,1
40.68,68.33,15.67,11,312,1,0,0,0,0,0,1
10.99,10.33,2,15,447,1,1,0,0,1,0,1
62.28,5,2,12,360,1,0,0,0,1,0,1
75.01,0,0,12,340,1,1,0,0,1,0,1
74.5,0.67,0,11,330,1,0,0,0,1,0,1
120.36,38,4.67,7,150,1,0,0,0,0,0,1
90.55,7.67,2.67,17,280,1,0,0,0,0,0,1
79.64,82.33,33,15,466,1,0,0,0,1,0,1
60.28,4.33,0.67,13,368,1,1,0,1,1,0,1
61.19,87,23.67,16,468,1,0,0,0,1,0,1
95.77,37,11,14,371,1,1,0,1,1,0,1
62.49,9,0,12,353,1,1,0,0,1,0,1
19.99,0,0,14,420,1,1,1,0,1,0,1
49.23,0,0,12,367,1,0,0,0,1,0,1
40.35,0.33,0,13,387,1,0,0,0,1,0,1
43.28,5.33,0,8,229,1,0,0,0,0,0,1
57.66,7.33,1.67,13,373,1,1,0,1,1,0,1
140.92,147.67,87.67,16,472,1,0,0,0,0,0,1
40.33,0,0,8,232,1,0,0,0,0,0,1
19.99,1.33,0,11,285,1,0,0,0,0,0,1
47.49,3,0.33,12,369,1,1,0,0,1,0,1
50.72,18,6.67,13,395,1,0,0,1,1,0,1
55.83,11.33,0,13,369,1,1,0,0,1,0,1
30.99,0,0,13,396,1,1,0,0,1,0,1
67.41,18.33,4.67,12,360,1,1,0,1,1,0,1
35.39,20,4.67,24,519,1,1,0,0,1,0,1
53.37,31,12.67,14,420,1,0,0,0,1,0,1
30.51,13.33,1.67,30,577,1,1,0,0,1,0,1
50.44,6.67,0.67,16,407,1,1,0,0,1,0,1
55.45,0,0,12,358,1,0,1,1,1,0,1
87.69,17.67,5.33,10,318,1,1,0,1,1,0,1
42.55,22.67,2.33,13,389,1,0,0,0,1,0,1
74.74,0,0,11,326,1,0,0,0,1,0,1
47.84,2,0,13,376,1,0,0,0,1,0,1
35.24,14,2.33,14,407,1,1,1,0,1,0,1
56.18,40.33,8.33,13,392,1,1,0,0,1,0,1
31.06,0,0,13,394,1,1,0,1,1,0,1
88.19,47,18,12,376,1,1,0,0,1,0,1
52.45,56.33,35.67,13,376,1,0,0,0,0,0,1
72.1,0,0,11,328,1,1,0,1,1,0,1
49.37,0,0,12,363,1,0,0,0,1,0,1
104.22,103.33,31.33,14,419,1,0,0,1,1,0,1
31.75,9.33,2,15,419,1,1,0,1,1,0,1
23.94,0,0,8,246,1,0,0,0,0,0,1
10,10,4.67,10,296,1,0,0,0,0,0,1
60.27,6.33,3.67,7,207,1,1,0,0,0,0,1
169.5,7,2,16,176,1,0,0,0,0,0,1
23.65,0,0,9,256,1,0,0,0,0,0,1
54.76,18,0,12,356,1,1,0,1,1,0,1
36.12,0,0,14,397,1,1,0,1,1,0,1
41.76,0,0,12,370,1,1,0,0,1,0,1
60.93,37,1.67,12,354,1,0,0,0,1,0,1
122.11,106.67,33.33,13,394,1,0,0,0,1,0,1
23.45,0,0,13,400,1,0,0,0,1,0,1
109.64,114,34.33,22,401,1,0,0,0,0,0,1
83.35,29.33,6,11,332,1,1,0,0,1,0,1
35.48,17.33,2,8,238,1,0,0,0,0,0,1
37.81,2,0,7,219,1,1,0,0,0,0,1
30.1,8.67,3.33,13,402,1,0,0,1,1,0,1
84.99,13.33,0.67,10,303,1,0,0,1,1,0,1
27.84,13,2.33,25,423,1,0,0,0,0,0,1
108.7,1,0,12,193,1,0,0,0,0,0,1
67.72,14.67,3,11,339,1,1,0,0,1,0,1
73.35,12.33,6.33,11,343,1,0,0,0,1,0,1
32.95,12.33,0,12,378,1,1,0,0,1,0,1
114.74,40.67,12.33,13,234,1,0,0,0,0,0,1
51.2,10,0.33,12,359,1,0,0,0,1,0,1
141.48,35.67,17.33,11,302,1,1,0,1,1,0,1
71.5,10.67,1.67,50,632,1,0,0,0,0,0,1
49.99,25.67,17.67,15,444,1,0,0,0,1,0,1
302.19,125,37,26,342,1,1,0,1,1,0,1
36.3,5.33,0,13,384,1,0,0,0,1,0,1
68.58,22,0.33,11,329,1,1,0,0,1,0,1
53.86,1,0,11,344,1,0,0,0,1,0,1
61.05,73.67,12.67,15,416,1,0,0,0,1,0,1
35.38,12.33,4,8,242,1,0,0,0,0,0,1
10,0.67,0,14,422,1,0,0,1,1,0,1
48.06,5.67,0.67,20,342,1,0,0,0,0,0,1
55.28,13.33,5.67,17,421,1,0,0,0,1,0,1
278.49,62.33,15,21,145,1,0,0,0,0,0,1
112.74,71.33,10,11,309,1,1,1,1,1,0,1
30.34,8.67,0,13,389,1,1,1,1,1,0,1
45.98,3.33,1.33,7,211,1,0,0,0,0,0,1
43.4,13.67,4.67,14,399,1,0,0,0,1,0,1
29.99,4.33,0,13,389,1,0,0,0,1,0,1
66.07,37.33,1.67,11,334,1,1,0,1,1,0,1
92.12,67.33,11.67,11,336,1,1,0,1,1,0,1
30.24,9,1.33,14,403,1,1,0,0,1,0,1
45.15,7.67,0.67,12,364,1,0,0,0,1,0,1
42.09,1.67,0,12,365,1,1,1,1,1,0,1
34.11,10.33,15,14,440,1,0,0,0,1,0,1
51.57,3.33,0.33,7,201,1,0,0,0,0,0,1
46.4,96.33,24,11,320,1,0,0,0,0,0,1
56.86,39.33,5.33,12,365,1,0,0,0,1,0,1
35.84,0,0,13,382,1,1,0,1,1,0,1
70.24,1.67,3.33,12,344,1,0,0,0,1,0,1
55.32,12,1,12,353,1,1,0,0,1,0,1
113.09,223.33,41.67,15,342,1,0,0,0,0,0,1
65.79,55.67,13.67,9,246,1,0,0,0,0,0,1
33.45,0,0,11,260,1,0,0,0,0,0,1
248.37,34,2,6,83,1,1,1,1,1,0,1
49.99,0,0,12,355,1,0,1,1,1,0,1
30.98,0,0,13,386,1,1,0,1,1,0,1
50.26,5,1,7,203,1,0,0,0,0,0,1
30.24,0,0,14,397,1,0,0,0,1,0,1
54.32,1,2,12,356,1,1,0,1,1,0,1
40.94,27.33,0.67,8,222,1,0,0,0,0,0,1
54.05,2.33,1.67,12,355,1,1,0,0,1,0,1
44.63,33.67,0,6,195,1,0,0,0,0,0,1
36.05,36.33,16.33,15,450,1,0,0,0,1,0,1
30.49,2.67,0,14,396,1,1,0,1,1,0,1
44.47,35.33,0.67,12,362,1,0,0,0,1,0,1
53.99,27.67,2.33,7,202,1,0,0,0,0,0,1
30.87,0,0,13,385,1,1,0,1,1,0,1
35.24,25.33,1.33,20,354,1,0,0,0,0,0,1
540.99,64.33,7,44,172,1,0,0,1,1,0,1
37.53,2,0,12,367,1,0,0,1,1,0,1
34.99,6.33,1.67,12,272,1,0,0,0,0,0,1
20.63,2,0,14,406,1,0,0,0,1,0,1
34.98,12,1,13,383,1,0,0,0,1,0,1
29.35,30,6.67,15,427,1,1,0,1,1,0,1
23.85,0,0,14,402,1,1,0,1,1,0,1
58.02,31.33,4.33,17,409,1,0,0,0,1,0,1
275.14,91,5,18,185,1,1,0,1,1,0,1
59.34,5.33,5.67,13,370,1,1,0,1,1,0,1
